concept_id,canonical_label_en,domain,language,language_name,lemma,brief_description,near_synonyms_seed,antonyms_seed,forms_seed,context_examples_seed,operator_tags,semantic_mass_seed,phase_seed_rad,grammar_case_marking,grammar_fixed_word_order,grammar_gender_marking,grammar_article_system,grammar_aspect_marking,grammar_preposition_load,grammar_inflection_load,grammar_topic_focus_particles
concept:truth,truth,epistemic,de,German,Wahrheit,"Zustand der Übereinstimmung mit Wirklichkeit, Beweis oder Kohärenz",Fakt | Gültigkeit,Lüge | Falschheit,Wahrheit | Wahrheit als Begriff | Wahrheit im Kontext,Wahrheit bildet einen lokalen Bedeutungsattraktor.,is | knows | proves,0.5938,3.141593,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:truth,truth,epistemic,fr,French,vérité,"état d’accord avec réalité, preuve ou cohérence",fait | validité,mensonge | fausseté,vérité | vérité comme concept | vérité en contexte,Vérité forme un attracteur sémantique local.,is | knows | proves,0.5938,3.141593,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:truth,truth,epistemic,es,Spanish,verdad,"estado de acuerdo con realidad, prueba o coherencia",hecho | validez,mentira | falsedad,verdad | verdad como concepto | verdad en contexto,Verdad forma un atractor semántico local.,is | knows | proves,0.5938,3.141593,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:lie,lie,epistemic,pl,Polish,kłamstwo,świadome lub skutkowe oddalenie komunikatu od prawdy,fałsz | oszustwo,prawda | szczerość,kłamstwo | kłamstwo jako hasło | kłamstwo w kontekście,Kłamstwo tworzy lokalny atraktor sensu.,not | hides | deceives,0.6375,3.316126,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:lie,lie,epistemic,en,English,lie,intentional or effective separation of a message from truth,falsehood | deception,truth | honesty,lie | lies | lie as concept,Lie forms a local semantic attractor.,not | hides | deceives,0.6375,3.316126,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:lie,lie,epistemic,de,German,Lüge,absichtliche oder wirksame Entfernung einer Nachricht von Wahrheit,Falschheit | Täuschung,Wahrheit | Ehrlichkeit,Lüge | Lüge als Begriff | Lüge im Kontext,Lüge bildet einen lokalen Bedeutungsattraktor.,not | hides | deceives,0.6375,3.316126,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:lie,lie,epistemic,fr,French,mensonge,séparation intentionnelle ou effective d’un message de la vérité,fausseté | tromperie,vérité | honnêteté,mensonge | mensonge comme concept | mensonge en contexte,Mensonge forme un attracteur sémantique local.,not | hides | deceives,0.6375,3.316126,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:lie,lie,epistemic,es,Spanish,mentira,separación intencional o efectiva de un mensaje de la verdad,falsedad | engaño,verdad | honestidad,mentira | mentira como concepto | mentira en contexto,Mentira forma un atractor semántico local.,not | hides | deceives,0.6375,3.316126,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:good,good,ethical,pl,Polish,dobro,"wartość sprzyjająca życiu, spójności, trosce lub naprawie",korzyść | słuszność,zło | krzywda,dobro | dobro jako hasło | dobro w kontekście,Dobro tworzy lokalny atraktor sensu.,supports | with | because,0.6813,3.490659,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:good,good,ethical,en,English,good,"value supporting life, coherence, care or repair",benefit | rightness,evil | harm,good | goods | good as concept,Good forms a local semantic attractor.,supports | with | because,0.6813,3.490659,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:good,good,ethical,de,German,Gut,"Wert, der Leben, Kohärenz, Sorge oder Reparatur stützt",Nutzen | Richtigkeit,Böse | Schaden,Gut | Gut als Begriff | Gut im Kontext,Gut bildet einen lokalen Bedeutungsattraktor.,supports | with | because,0.6813,3.490659,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:good,good,ethical,fr,French,bien,"valeur soutenant vie, cohérence, soin ou réparation",bénéfice | justesse,mal | dommage,bien | bien comme concept | bien en contexte,Bien forme un attracteur sémantique local.,supports | with | because,0.6813,3.490659,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:good,good,ethical,es,Spanish,bien,"valor que apoya vida, coherencia, cuidado o reparación",beneficio | rectitud,mal | daño,bien | bien como concepto | bien en contexto,Bien forma un atractor semántico local.,supports | with | because,0.6813,3.490659,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:harm,harm,ethical,pl,Polish,krzywda,"uszkodzenie, strata lub naruszenie dobra podmiotu",szkoda | rana,dobro | opieka,krzywda | krzywda jako hasło | krzywda w kontekście,Krzywda tworzy lokalny atraktor sensu.,harms | without | causes,0.725,3.665191,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:harm,harm,ethical,en,English,harm,"damage, loss or violation of a subject’s good",damage | injury,good | care,harm | harms | harm as concept,Harm forms a local semantic attractor.,harms | without | causes,0.725,3.665191,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:harm,harm,ethical,de,German,Schaden,"Beschädigung, Verlust oder Verletzung eines Wohls",Verletzung | Nachteil,Gut | Fürsorge,Schaden | Schaden als Begriff | Schaden im Kontext,Schaden bildet einen lokalen Bedeutungsattraktor.,harms | without | causes,0.725,3.665191,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:harm,harm,ethical,fr,French,dommage,"dommage, perte ou violation du bien d’un sujet",préjudice | blessure,bien | soin,dommage | dommage comme concept | dommage en contexte,Dommage forme un attracteur sémantique local.,harms | without | causes,0.725,3.665191,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:harm,harm,ethical,es,Spanish,daño,"daño, pérdida o violación del bien de un sujeto",perjuicio | lesión,bien | cuidado,daño | daño como concepto | daño en contexto,Daño forma un atractor semántico local.,harms | without | causes,0.725,3.665191,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:order,order,structure,pl,Polish,porządek,"stabilny układ relacji, reguł i wzorców",ład | układ,chaos | nieład,porządek | porządek jako hasło | porządek w kontekście,Porządek tworzy lokalny atraktor sensu.,arranges | contains | because,0.7688,3.839724,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:order,order,structure,en,English,order,"stable arrangement of relations, rules and patterns",structure | arrangement,chaos | disorder,order | orders | order as concept,Order forms a local semantic attractor.,arranges | contains | because,0.7688,3.839724,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:order,order,structure,de,German,Ordnung,"stabile Anordnung von Beziehungen, Regeln und Mustern",Struktur | Anordnung,Chaos | Unordnung,Ordnung | Ordnung als Begriff | Ordnung im Kontext,Ordnung bildet einen lokalen Bedeutungsattraktor.,arranges | contains | because,0.7688,3.839724,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:order,order,structure,fr,French,ordre,"agencement stable de relations, règles et motifs",structure | agencement,chaos | désordre,ordre | ordre comme concept | ordre en contexte,Ordre forme un attracteur sémantique local.,arranges | contains | because,0.7688,3.839724,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:order,order,structure,es,Spanish,orden,"disposición estable de relaciones, reglas y patrones",estructura | arreglo,caos | desorden,orden | orden como concepto | orden en contexto,Orden forma un atractor semántico local.,arranges | contains | because,0.7688,3.839724,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:chaos,chaos,structure,pl,Polish,chaos,"wysoka nieuporządkowaność, zmienność lub brak stabilnych relacji",nieład | zamęt,porządek | ład,chaos | chaos jako hasło | chaos w kontekście,Chaos tworzy lokalny atraktor sensu.,not | disrupts | through,0.8125,4.014257,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:chaos,chaos,structure,en,English,chaos,"high disorder, variance or lack of stable relations",disorder | confusion,order | structure,chaos | chaoss | chaos as concept,Chaos forms a local semantic attractor.,not | disrupts | through,0.8125,4.014257,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:chaos,chaos,structure,de,German,Chaos,"hohe Unordnung, Varianz oder Mangel stabiler Beziehungen",Unordnung | Wirrwarr,Ordnung | Struktur,Chaos | Chaos als Begriff | Chaos im Kontext,Chaos bildet einen lokalen Bedeutungsattraktor.,not | disrupts | through,0.8125,4.014257,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:chaos,chaos,structure,fr,French,chaos,"fort désordre, variance ou manque de relations stables",désordre | confusion,ordre | structure,chaos | chaos comme concept | chaos en contexte,Chaos forme un attracteur sémantique local.,not | disrupts | through,0.8125,4.014257,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:chaos,chaos,structure,es,Spanish,caos,"alto desorden, variación o falta de relaciones estables",desorden | confusión,orden | estructura,caos | caos como concepto | caos en contexto,Caos forma un atractor semántico local.,not | disrupts | through,0.8125,4.014257,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:center,center,geometry,pl,Polish,centrum,"punkt odniesienia, środek lub lokalny atraktor układu",środek | rdzeń,brzeg | peryferia,centrum | centrum jako hasło | centrum w kontekście,Centrum tworzy lokalny atraktor sensu.,inside | around | to,0.8562,4.18879,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:center,center,geometry,en,English,center,"reference point, middle or local attractor of a system",middle | core,edge | periphery,center | centers | center as concept,Center forms a local semantic attractor.,inside | around | to,0.8562,4.18879,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:center,center,geometry,de,German,Zentrum,"Bezugspunkt, Mitte oder lokaler Attraktor eines Systems",Mitte | Kern,Rand | Peripherie,Zentrum | Zentrum als Begriff | Zentrum im Kontext,Zentrum bildet einen lokalen Bedeutungsattraktor.,inside | around | to,0.8562,4.18879,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:center,center,geometry,fr,French,centre,"point de référence, milieu ou attracteur local d’un système",milieu | noyau,bord | périphérie,centre | centre comme concept | centre en contexte,Centre forme un attracteur sémantique local.,inside | around | to,0.8562,4.18879,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:center,center,geometry,es,Spanish,centro,"punto de referencia, medio o atractor local de un sistema",medio | núcleo,borde | periferia,centro | centro como concepto | centro en contexto,Centro forma un atractor semántico local.,inside | around | to,0.8562,4.18879,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:boundary,boundary,geometry,pl,Polish,granica,linia lub warunek oddzielający wnętrze od zewnętrza,brzeg | limit,centrum | ciągłość,granica | granica jako hasło | granica w kontekście,Granica tworzy lokalny atraktor sensu.,inside | outside | contains,0.9,4.363323,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:boundary,boundary,geometry,en,English,boundary,line or condition separating inside from outside,edge | limit,center | continuity,boundary | boundarys | boundary as concept,Boundary forms a local semantic attractor.,inside | outside | contains,0.9,4.363323,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:boundary,boundary,geometry,de,German,Grenze,"Linie oder Bedingung, die Innen von Außen trennt",Rand | Limit,Zentrum | Kontinuität,Grenze | Grenze als Begriff | Grenze im Kontext,Grenze bildet einen lokalen Bedeutungsattraktor.,inside | outside | contains,0.9,4.363323,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:boundary,boundary,geometry,fr,French,limite,ligne ou condition séparant intérieur et extérieur,bord | frontière,centre | continuité,limite | limite comme concept | limite en contexte,Limite forme un attracteur sémantique local.,inside | outside | contains,0.9,4.363323,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:boundary,boundary,geometry,es,Spanish,límite,línea o condición que separa interior y exterior,borde | frontera,centro | continuidad,límite | límite como concepto | límite en contexto,Límite forma un atractor semántico local.,inside | outside | contains,0.9,4.363323,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:self,self,relational,pl,Polish,ja,"perspektywa podmiotu, własna tożsamość i punkt odniesienia",siebie | podmiot,inny | obcy,ja | ja jako hasło | ja w kontekście,Ja tworzy lokalny atraktor sensu.,is | has | knows,0.55,4.537856,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:self,self,relational,en,English,self,"subject perspective, own identity and reference point",identity | subject,other | stranger,self | selfs | self as concept,Self forms a local semantic attractor.,is | has | knows,0.55,4.537856,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:self,self,relational,de,German,Selbst,"Subjektperspektive, eigene Identität und Bezugspunkt",Ich | Subjekt,Andere | Fremde,Selbst | Selbst als Begriff | Selbst im Kontext,Selbst bildet einen lokalen Bedeutungsattraktor.,is | has | knows,0.55,4.537856,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:self,self,relational,fr,French,soi,"perspective du sujet, identité propre et point de référence",moi | sujet,autre | étranger,soi | soi comme concept | soi en contexte,Soi forme un attracteur sémantique local.,is | has | knows,0.55,4.537856,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:self,self,relational,es,Spanish,yo,"perspectiva del sujeto, identidad propia y punto de referencia",sí mismo | sujeto,otro | extraño,yo | yo como concepto | yo en contexto,Yo forma un atractor semántico local.,is | has | knows,0.55,4.537856,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:other,other,relational,pl,Polish,inny,podmiot lub obiekt odróżniony od ja,drugi | obcy,ja | swoje,inny | inny jako hasło | inny w kontekście,Inny tworzy lokalny atraktor sensu.,with | without | relation,0.5938,4.712389,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:other,other,relational,en,English,other,subject or object distinguished from self,another | else,self | same,other | others | other as concept,Other forms a local semantic attractor.,with | without | relation,0.5938,4.712389,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:other,other,relational,de,German,Andere,"Subjekt oder Objekt, das vom Selbst unterschieden ist",Anderer | Fremder,Selbst | Gleiches,Andere | Andere als Begriff | Andere im Kontext,Andere bildet einen lokalen Bedeutungsattraktor.,with | without | relation,0.5938,4.712389,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:other,other,relational,fr,French,autre,sujet ou objet distingué du soi,autrui | différent,soi | même,autre | autre comme concept | autre en contexte,Autre forme un attracteur sémantique local.,with | without | relation,0.5938,4.712389,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:other,other,relational,es,Spanish,otro,sujeto u objeto distinguido del yo,ajeno | distinto,yo | mismo,otro | otro como concepto | otro en contexto,Otro forma un atractor semántico local.,with | without | relation,0.5938,4.712389,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:relation,relation,relational,pl,Polish,relacja,"wiązanie, zależność lub mapowanie między obiektami",związek | więź,separacja | izolacja,relacja | relacja jako hasło | relacja w kontekście,Relacja tworzy lokalny atraktor sensu.,with | between | maps,0.6375,4.886922,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:relation,relation,relational,en,English,relation,"bond, dependency or mapping between objects",connection | bond,separation | isolation,relation | relations | relation as concept,Relation forms a local semantic attractor.,with | between | maps,0.6375,4.886922,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:relation,relation,relational,de,German,Beziehung,"Bindung, Abhängigkeit oder Abbildung zwischen Objekten",Verbindung | Bindung,Trennung | Isolation,Beziehung | Beziehung als Begriff | Beziehung im Kontext,Beziehung bildet einen lokalen Bedeutungsattraktor.,with | between | maps,0.6375,4.886922,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:relation,relation,relational,fr,French,relation,"lien, dépendance ou application entre objets",connexion | lien,séparation | isolement,relation | relation comme concept | relation en contexte,Relation forme un attracteur sémantique local.,with | between | maps,0.6375,4.886922,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:relation,relation,relational,es,Spanish,relación,"vínculo, dependencia o mapeo entre objetos",conexión | vínculo,separación | aislamiento,relación | relación como concepto | relación en contexto,Relación forma un atractor semántico local.,with | between | maps,0.6375,4.886922,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:memory,memory,cognitive,pl,Polish,pamięć,"utrwalenie śladów, relacji i stanów w czasie",wspomnienie | zapis,zapomnienie | amnezja,pamięć | pamięć jako hasło | pamięć w kontekście,Pamięć tworzy lokalny atraktor sensu.,after | contains | has_state,0.6813,5.061455,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:memory,memory,cognitive,en,English,memory,"persistence of traces, relations and states over time",recollection | record,forgetting | amnesia,memory | memorys | memory as concept,Memory forms a local semantic attractor.,after | contains | has_state,0.6813,5.061455,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:memory,memory,cognitive,de,German,Gedächtnis,"Fortbestehen von Spuren, Beziehungen und Zuständen in der Zeit",Erinnerung | Aufzeichnung,Vergessen | Amnesie,Gedächtnis | Gedächtnis als Begriff | Gedächtnis im Kontext,Gedächtnis bildet einen lokalen Bedeutungsattraktor.,after | contains | has_state,0.6813,5.061455,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:memory,memory,cognitive,fr,French,mémoire,"persistance de traces, relations et états dans le temps",souvenir | trace,oubli | amnésie,mémoire | mémoire comme concept | mémoire en contexte,Mémoire forme un attracteur sémantique local.,after | contains | has_state,0.6813,5.061455,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:memory,memory,cognitive,es,Spanish,memoria,"persistencia de rastros, relaciones y estados en el tiempo",recuerdo | registro,olvido | amnesia,memoria | memoria como concepto | memoria en contexto,Memoria forma un atractor semántico local.,after | contains | has_state,0.6813,5.061455,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:love,love,affective,pl,Polish,miłość,"silna więź troski, przywiązania i ukierunkowania na dobro",uczucie | przywiązanie,nienawiść | obojętność,miłość | miłość jako hasło | miłość w kontekście,Miłość tworzy lokalny atraktor sensu.,with | cares_for | supports,0.725,5.235988,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:love,love,affective,en,English,love,"strong bond of care, attachment and orientation toward good",affection | attachment,hate | indifference,love | loves | love as concept,Love forms a local semantic attractor.,with | cares_for | supports,0.725,5.235988,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:love,love,affective,de,German,Liebe,"starke Bindung von Fürsorge, Anhänglichkeit und Orientierung zum Guten",Zuneigung | Bindung,Hass | Gleichgültigkeit,Liebe | Liebe als Begriff | Liebe im Kontext,Liebe bildet einen lokalen Bedeutungsattraktor.,with | cares_for | supports,0.725,5.235988,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:love,love,affective,fr,French,amour,"lien fort de soin, attachement et orientation vers le bien",affection | attachement,haine | indifférence,amour | amour comme concept | amour en contexte,Amour forme un attracteur sémantique local.,with | cares_for | supports,0.725,5.235988,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:love,love,affective,es,Spanish,amor,"vínculo fuerte de cuidado, apego y orientación hacia el bien",afecto | apego,odio | indiferencia,amor | amor como concepto | amor en contexto,Amor forma un atractor semántico local.,with | cares_for | supports,0.725,5.235988,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:fear,fear,affective,pl,Polish,strach,"reakcja na zagrożenie, ryzyko lub niepewność szkody",lęk | obawa,odwaga | zaufanie,strach | strach jako hasło | strach w kontekście,Strach tworzy lokalny atraktor sensu.,avoids | because | not,0.7688,5.410521,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:fear,fear,affective,en,English,fear,"response to threat, risk or uncertainty of harm",anxiety | worry,courage | trust,fear | fears | fear as concept,Fear forms a local semantic attractor.,avoids | because | not,0.7688,5.410521,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:fear,fear,affective,de,German,Angst,"Reaktion auf Bedrohung, Risiko oder Unsicherheit von Schaden",Furcht | Sorge,Mut | Vertrauen,Angst | Angst als Begriff | Angst im Kontext,Angst bildet einen lokalen Bedeutungsattraktor.,avoids | because | not,0.7688,5.410521,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:fear,fear,affective,fr,French,peur,"réponse à menace, risque ou incertitude de dommage",crainte | angoisse,courage | confiance,peur | peur comme concept | peur en contexte,Peur forme un attracteur sémantique local.,avoids | because | not,0.7688,5.410521,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:fear,fear,affective,es,Spanish,miedo,"respuesta a amenaza, riesgo o incertidumbre de daño",temor | ansiedad,valor | confianza,miedo | miedo como concepto | miedo en contexto,Miedo forma un atractor semántico local.,avoids | because | not,0.7688,5.410521,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:trust,trust,affective_social,pl,Polish,zaufanie,"stabilna gotowość do polegania na relacji, osobie lub systemie",ufność | wiara,nieufność | podejrzenie,zaufanie | zaufanie jako hasło | zaufanie w kontekście,Zaufanie tworzy lokalny atraktor sensu.,believes | with | supports,0.8125,5.585054,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:trust,trust,affective_social,en,English,trust,"stable readiness to rely on a relation, person or system",confidence | reliance,distrust | suspicion,trust | trusts | trust as concept,Trust forms a local semantic attractor.,believes | with | supports,0.8125,5.585054,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:trust,trust,affective_social,de,German,Vertrauen,"stabile Bereitschaft, sich auf Beziehung, Person oder System zu verlassen",Zuversicht | Verlässlichkeit,Misstrauen | Verdacht,Vertrauen | Vertrauen als Begriff | Vertrauen im Kontext,Vertrauen bildet einen lokalen Bedeutungsattraktor.,believes | with | supports,0.8125,5.585054,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:trust,trust,affective_social,fr,French,confiance,"disposition stable à se fier à relation, personne ou système",assurance | fiance,méfiance | soupçon,confiance | confiance comme concept | confiance en contexte,Confiance forme un attracteur sémantique local.,believes | with | supports,0.8125,5.585054,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:trust,trust,affective_social,es,Spanish,confianza,"disposición estable a confiar en relación, persona o sistema",seguridad | fiabilidad,desconfianza | sospecha,confianza | confianza como concepto | confianza en contexto,Confianza forma un atractor semántico local.,believes | with | supports,0.8125,5.585054,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:pain,pain,affective_body,pl,Polish,ból,"sygnał cierpienia, uszkodzenia lub naruszenia stanu",cierpienie | rana,ulga | przyjemność,ból | ból jako hasło | ból w kontekście,Ból tworzy lokalny atraktor sensu.,has_state | caused_by | inside,0.8562,5.759587,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:pain,pain,affective_body,en,English,pain,"signal of suffering, damage or disturbed state",suffering | ache,relief | pleasure,pain | pains | pain as concept,Pain forms a local semantic attractor.,has_state | caused_by | inside,0.8562,5.759587,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:pain,pain,affective_body,de,German,Schmerz,"Signal von Leiden, Schaden oder gestörtem Zustand",Leiden | Weh,Erleichterung | Freude,Schmerz | Schmerz als Begriff | Schmerz im Kontext,Schmerz bildet einen lokalen Bedeutungsattraktor.,has_state | caused_by | inside,0.8562,5.759587,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:pain,pain,affective_body,fr,French,douleur,"signal de souffrance, dommage ou état perturbé",souffrance | mal,soulagement | plaisir,douleur | douleur comme concept | douleur en contexte,Douleur forme un attracteur sémantique local.,has_state | caused_by | inside,0.8562,5.759587,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:pain,pain,affective_body,es,Spanish,dolor,"señal de sufrimiento, daño o estado alterado",sufrimiento | dolencia,alivio | placer,dolor | dolor como concepto | dolor en contexto,Dolor forma un atractor semántico local.,has_state | caused_by | inside,0.8562,5.759587,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:knowledge,knowledge,epistemic,pl,Polish,wiedza,uzasadniona informacja zintegrowana w model rozumienia,poznanie | rozumienie,niewiedza | błąd,wiedza | wiedza jako hasło | wiedza w kontekście,Wiedza tworzy lokalny atraktor sensu.,knows | proves | because,0.9,5.934119,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:knowledge,knowledge,epistemic,en,English,knowledge,justified information integrated into a model of understanding,understanding | cognition,ignorance | error,knowledge | knowledge | knowledge as concept,Knowledge forms a local semantic attractor.,knows | proves | because,0.9,5.934119,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:knowledge,knowledge,epistemic,de,German,Wissen,"begründete Information, integriert in ein Verstehensmodell",Verständnis | Erkenntnis,Unwissen | Fehler,Wissen | Wissen als Begriff | Wissen im Kontext,Wissen bildet einen lokalen Bedeutungsattraktor.,knows | proves | because,0.9,5.934119,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:knowledge,knowledge,epistemic,fr,French,connaissance,information justifiée intégrée dans un modèle de compréhension,savoir | compréhension,ignorance | erreur,connaissance | connaissance comme concept | connaissance en contexte,Connaissance forme un attracteur sémantique local.,knows | proves | because,0.9,5.934119,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:knowledge,knowledge,epistemic,es,Spanish,conocimiento,información justificada integrada en un modelo de comprensión,saber | comprensión,ignorancia | error,conocimiento | conocimiento como concepto | conocimiento en contexto,Conocimiento forma un atractor semántico local.,knows | proves | because,0.9,5.934119,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
concept:error,error,epistemic,pl,Polish,błąd,"rozjazd między stanem, opisem, celem lub regułą",pomyłka | usterka,poprawność | prawda,błąd | błąd jako hasło | błąd w kontekście,Błąd tworzy lokalny atraktor sensu.,not | contradicts | repairs,0.55,6.108652,0.95,0.35,0.85,0.05,0.9,0.7,0.9,0.2
concept:error,error,epistemic,en,English,error,"mismatch between state, description, goal or rule",mistake | fault,correctness | truth,error | errors | error as concept,Error forms a local semantic attractor.,not | contradicts | repairs,0.55,6.108652,0.15,0.9,0.15,0.85,0.55,0.85,0.25,0.2
concept:error,error,epistemic,de,German,Fehler,"Nichtübereinstimmung zwischen Zustand, Beschreibung, Ziel oder Regel",Irrtum | Mangel,Richtigkeit | Wahrheit,Fehler | Fehler als Begriff | Fehler im Kontext,Fehler bildet einen lokalen Bedeutungsattraktor.,not | contradicts | repairs,0.55,6.108652,0.65,0.55,0.85,0.85,0.4,0.75,0.7,0.25
concept:error,error,epistemic,fr,French,erreur,"écart entre état, description, but ou règle",faute | défaut,exactitude | vérité,erreur | erreur comme concept | erreur en contexte,Erreur forme un attracteur sémantique local.,not | contradicts | repairs,0.55,6.108652,0.05,0.75,0.75,0.9,0.45,0.8,0.55,0.25
concept:error,error,epistemic,es,Spanish,error,"desajuste entre estado, descripción, objetivo o regla",equivocación | falla,corrección | verdad,error | error como concepto | error en contexto,Error forma un atractor semántico local.,not | contradicts | repairs,0.55,6.108652,0.1,0.6,0.8,0.85,0.75,0.75,0.7,0.25
